LONG,LAT,MOHO_DEPTH,VP/VS,METHOD,SUB-METHOD,AUTHOR,V_PROFILE(Y/N),LOCATION,SUB_LOCATION
-87.29,37.25,48,1.65,Hk,-,EARS,N,America_North,
-84.99,37.25,36,2.1,Hk,-,EARS,N,America_North,
-87.83,37.26,25,1.65,Hk,-,EARS,N,America_North,
-86.39,37.26,50,1.76,Hk,-,EARS,N,America_North,
-87.56,37.27,37,1.92,Hk,-,EARS,N,America_North,
-85.23,37.27,49,1.89,Hk,-,EARS,N,America_North,
-118.97,37.28,30,2.1,Hk,-,EARS,N,America_North,
-118.97,37.28,30,2.1,Hk,-,EARS,N,America_North,
-118.6,37.28,28,2.08,Hk,-,EARS,N,America_North,
-85.57,37.28,46,1.88,Hk,-,EARS,N,America_North,
-104.94,37.29,47,1.8,Hk,-,EARS,N,America_North,
-97.66,37.29,42,1.9,Hk,-,EARS,N,America_North,
-88.11,37.29,25,1.6,Hk,-,EARS,N,America_North,
-86.08,37.29,44,1.8,Hk,-,EARS,N,America_North,
-117.26,37.3,34,1.66,Hk,-,EARS,N,America_North,
-98,37.3,42,1.8,Hk,-,EARS,N,America_North,
-89.66,37.3,32,2.06,Hk,-,EARS,N,America_North,
-86.7,37.3,34,2.1,Hk,-,EARS,N,America_North,
-86.18,37.3,46,1.81,Hk,-,EARS,N,America_North,
-85.82,37.3,50,1.76,Hk,-,EARS,N,America_North,
-83.95,37.31,46,1.79,Hk,-,EARS,N,America_North,
-119.32,37.32,34,2.1,Hk,-,EARS,N,America_North,
-89.53,37.32,47,1.62,Hk,-,EARS,N,America_North,
-86.96,37.32,25,1.6,Hk,-,EARS,N,America_North,
-77.21,37.33,33,1.73,Hk,-,EARS,N,America_North,
-119.81,37.34,64,1.7,Hk,-,EARS,N,America_North,
-118.26,37.35,39,1.68,Hk,-,EARS,N,America_North,
-110.33,37.35,44,1.71,Hk,-,EARS,N,America_North,
-104.72,37.35,43,1.85,Hk,-,EARS,N,America_North,
-118.7,37.36,36,1.81,Hk,-,EARS,N,America_North,
-113.13,37.36,50,1.65,Hk,-,EARS,N,America_North,
-117.97,37.37,38,1.76,Hk,-,EARS,N,America_North,
-79.54,37.38,62,1.66,Hk,-,EARS,N,America_North,
-121.5,37.39,26,1.88,Hk,-,EARS,N,America_North,
-119.06,37.39,40,1.83,Hk,-,EARS,N,America_North,
-86.3,37.39,50,1.88,Hk,-,EARS,N,America_North,
-122.24,37.4,18,1.61,Hk,-,EARS,N,America_North,
-119.48,37.41,45,1.88,Hk,-,EARS,N,America_North,
-115.05,37.41,35,1.79,Hk,-,EARS,N,America_North,
-84.16,37.41,46,1.85,Hk,-,EARS,N,America_North,
-110.51,37.42,66,1.81,Hk,-,EARS,N,America_North,
-87.28,37.42,27,1.61,Hk,-,EARS,N,America_North,
-84.46,37.42,49,1.97,Hk,-,EARS,N,America_North,
-76.39,37.42,34,1.75,Hk,-,EARS,N,America_North,
-112.31,37.44,25,1.6,Hk,-,EARS,N,America_North,
-84.74,37.44,25,1.75,Hk,-,EARS,N,America_North,
-106.5,37.45,42,1.86,Hk,-,EARS,N,America_North,
-85.01,37.45,60,1.69,Hk,-,EARS,N,America_North,
-78.66,37.45,40,1.68,Hk,-,EARS,N,America_North,
-113.86,37.46,35,1.77,Hk,-,EARS,N,America_North,
-102.64,37.46,38,1.89,Hk,-,EARS,N,America_North,
-88.01,37.46,46,1.72,Hk,-,EARS,N,America_North,
-77.18,37.46,32,1.84,Hk,-,EARS,N,America_North,
-87.46,37.47,26,1.68,Hk,-,EARS,N,America_North,
-86.93,37.47,28,2.06,Hk,-,EARS,N,America_North,
-86.61,37.47,30,1.63,Hk,-,EARS,N,America_North,
-85.25,37.47,37,1.91,Hk,-,EARS,N,America_North,
-87.71,37.48,28,1.63,Hk,-,EARS,N,America_North,
-85.72,37.49,45,1.88,Hk,-,EARS,N,America_North,
-121.33,37.5,35,1.63,Hk,-,EARS,N,America_North,
-119.28,37.5,35,1.92,Hk,-,EARS,N,America_North,
-118.17,37.5,38,1.77,Hk,-,EARS,N,America_North,
-85.46,37.5,36,2.04,Hk,-,EARS,N,America_North,
-121.33,37.51,34,1.6,Hk,-,EARS,N,America_North,
-119.67,37.51,43,1.97,Hk,-,EARS,N,America_North,
-85.96,37.53,46,1.77,Hk,-,EARS,N,America_North,
-78.29,37.53,34,1.72,Hk,-,EARS,N,America_North,
-77.99,37.53,36,1.75,Hk,-,EARS,N,America_North,
-105.57,37.54,44,2.1,Hk,-,EARS,N,America_North,
-113.36,37.55,37,1.8,Hk,-,EARS,N,America_North,
-109.87,37.55,41,1.76,Hk,-,EARS,N,America_North,
-78.37,37.55,34,1.77,Hk,-,EARS,N,America_North,
-118.49,37.57,32,1.93,Hk,-,EARS,N,America_North,
-90.08,37.57,45,1.75,Hk,-,EARS,N,America_North,
-113.86,37.58,35,1.84,Hk,-,EARS,N,America_North,
-78.47,37.58,38,1.67,Hk,-,EARS,N,America_North,
-120,37.59,39,1.96,Hk,-,EARS,N,America_North,
-101.9,37.59,48,1.77,Hk,-,EARS,N,America_North,
-98,37.59,46,1.76,Hk,-,EARS,N,America_North,
-91.75,37.59,48,1.72,Hk,-,EARS,N,America_North,
-86.88,37.59,34,1.8,Hk,-,EARS,N,America_North,
-113.09,37.6,38,1.74,Hk,-,EARS,N,America_North,
-92.5,37.6,52,1.72,Hk,-,EARS,N,America_North,
-89.05,37.6,45,2.09,Hk,-,EARS,N,America_North,
-78.64,37.6,43,1.68,Hk,-,EARS,N,America_North,
-119,37.61,40,1.75,Hk,-,EARS,N,America_North,
-114.85,37.61,31,1.84,Hk,-,EARS,N,America_North,
-78.05,37.61,34,1.74,Hk,-,EARS,N,America_North,
-121.76,37.62,25,1.78,Hk,-,EARS,N,America_North,
-119,37.62,31,1.61,Hk,-,EARS,N,America_North,
-103.47,37.62,53,1.61,Hk,-,EARS,N,America_North,
-101.12,37.62,46,1.8,Hk,-,EARS,N,America_North,
-99.48,37.62,46,1.82,Hk,-,EARS,N,America_North,
-118.84,37.63,44,1.72,Hk,-,EARS,N,America_North,
-118.83,37.63,33,1.87,Hk,-,EARS,N,America_North,
-113.56,37.63,28,2.02,Hk,-,EARS,N,America_North,
-93.91,37.63,44,1.76,Hk,-,EARS,N,America_North,
-120.4,37.64,60,1.66,Hk,-,EARS,N,America_North,
-115.75,37.64,32,1.84,Hk,-,EARS,N,America_North,
-115.75,37.64,33,1.79,Hk,-,EARS,N,America_North,
-110.8,37.64,54,1.6,Hk,-,EARS,N,America_North,
-105.21,37.64,50,1.74,Hk,-,EARS,N,America_North,
-100.46,37.64,48,1.8,Hk,-,EARS,N,America_North,
-86.61,37.64,44,1.88,Hk,-,EARS,N,America_North,
-83.59,37.64,45,1.81,Hk,-,EARS,N,America_North,
-83.59,37.64,47,1.8,Hk,-,EARS,N,America_North,
-114.99,37.65,35,1.62,Hk,-,EARS,N,America_North,
-87.9,37.65,34,2.02,Hk,-,EARS,N,America_North,
-87.18,37.65,46,1.83,Hk,-,EARS,N,America_North,
-118.35,37.66,37,1.8,Hk,-,EARS,N,America_North,
-107.79,37.66,44,1.76,Hk,-,EARS,N,America_North,
-104.43,37.66,52,1.76,Hk,-,EARS,N,America_North,
-86.28,37.66,41,1.97,Hk,-,EARS,N,America_North,
-86.06,37.66,34,2.08,Hk,-,EARS,N,America_North,
-85.74,37.67,41,1.85,Hk,-,EARS,N,America_North,
-119.08,37.68,40,1.72,Hk,-,EARS,N,America_North,
-118.65,37.68,38,1.76,Hk,-,EARS,N,America_North,
-112.36,37.68,48,1.84,Hk,-,EARS,N,America_North,
-102.9,37.68,44,1.82,Hk,-,EARS,N,America_North,
-96.32,37.68,51,1.64,Hk,-,EARS,N,America_North,
-88.58,37.68,32,1.66,Hk,-,EARS,N,America_North,
-87.72,37.68,42,1.84,Hk,-,EARS,N,America_North,
-84.4,37.68,48,2.03,Hk,-,EARS,N,America_North,
-83.08,37.68,43,1.85,Hk,-,EARS,N,America_North,
-82.13,37.68,44,1.79,Hk,-,EARS,N,America_North,
-79.57,37.68,55,1.7,Hk,-,EARS,N,America_North,
-78.37,37.68,36,1.69,Hk,-,EARS,N,America_North,
-75.67,37.68,58,1.65,Hk,-,EARS,N,America_North,
-75.67,37.68,40,2.08,Hk,-,EARS,N,America_North,
-109.99,37.69,49,1.72,Hk,-,EARS,N,America_North,
-93.32,37.69,49,1.8,Hk,-,EARS,N,America_North,
-93.32,37.69,47,1.82,Hk,-,EARS,N,America_North,
-89.26,37.69,56,1.64,Hk,-,EARS,N,America_North,
-89.26,37.69,46,1.77,Hk,-,EARS,N,America_North,
-123,37.7,21,1.81,Hk,-,EARS,N,America_North,
-117.38,37.7,35,1.73,Hk,-,EARS,N,America_North,
-98.94,37.7,32,2.09,Hk,-,EARS,N,America_North,
-97.11,37.7,45,1.75,Hk,-,EARS,N,America_North,
-106,37.71,44,1.84,Hk,-,EARS,N,America_North,
-89.22,37.71,49,1.73,Hk,-,EARS,N,America_North,
-119.81,37.72,26,1.64,Hk,-,EARS,N,America_North,
-117.23,37.72,35,1.77,Hk,-,EARS,N,America_North,
-111.6,37.72,36,2.1,Hk,-,EARS,N,America_North,
-95.59,37.72,42,1.8,Hk,-,EARS,N,America_North,
-87.47,37.72,47,1.83,Hk,-,EARS,N,America_North,
-86.52,37.72,50,1.75,Hk,-,EARS,N,America_North,
-119.51,37.74,38,1.85,Hk,-,EARS,N,America_North,
-78.27,37.74,32,1.79,Hk,-,EARS,N,America_North,
-119.78,37.75,42,2.1,Hk,-,EARS,N,America_North,
-109.14,37.75,43,1.75,Hk,-,EARS,N,America_North,
-106.83,37.75,45,1.79,Hk,-,EARS,N,America_North,
-105.5,37.75,46,1.86,Hk,-,EARS,N,America_North,
-88.13,37.75,59,1.74,Hk,-,EARS,N,America_North,
-87.81,37.75,38,1.93,Hk,-,EARS,N,America_North,
-113.17,37.76,37,1.81,Hk,-,EARS,N,America_North,
-94.83,37.76,44,1.76,Hk,-,EARS,N,America_North,
-78.95,37.76,42,1.75,Hk,-,EARS,N,America_North,
-78.95,37.76,40,1.78,Hk,-,EARS,N,America_North,
-119.76,37.77,42,2.04,Hk,-,EARS,N,America_North,
-90.79,37.77,45,1.79,Hk,-,EARS,N,America_North,
-80.5,37.77,46,1.76,Hk,-,EARS,N,America_North,
-118.9,37.78,25,1.6,Hk,-,EARS,N,America_North,
-85.29,37.78,38,1.81,Hk,-,EARS,N,America_North,
-119.73,37.79,63,1.65,Hk,-,EARS,N,America_North,
-78.41,37.79,38,1.73,Hk,-,EARS,N,America_North,
-81.31,37.8,43,1.79,Hk,-,EARS,N,America_North,
-81.31,37.8,43,1.78,Hk,-,EARS,N,America_North,
-77.64,37.8,37,1.75,Hk,-,EARS,N,America_North,
-119.58,37.81,25,1.6,Hk,-,EARS,N,America_North,
-119.55,37.81,43,1.78,Hk,-,EARS,N,America_North,
-120.11,37.82,32,1.61,Hk,-,EARS,N,America_North,
-119.71,37.82,42,1.93,Hk,-,EARS,N,America_North,
-119.5,37.82,42,1.85,Hk,-,EARS,N,America_North,
-118.55,37.82,37,1.72,Hk,-,EARS,N,America_North,
-86.81,37.82,45,1.85,Hk,-,EARS,N,America_North,
-108.36,37.83,48,1.79,Hk,-,EARS,N,America_North,
-119.69,37.84,36,2.09,Hk,-,EARS,N,America_North,
-119.61,37.85,42,1.86,Hk,-,EARS,N,America_North,
-119.44,37.85,40,1.79,Hk,-,EARS,N,America_North,
-77.84,37.86,35,1.76,Hk,-,EARS,N,America_North,
-119.65,37.87,41,1.87,Hk,-,EARS,N,America_North,
-119.85,37.88,38,1.64,Hk,-,EARS,N,America_North,
-119.4,37.88,40,1.78,Hk,-,EARS,N,America_North,
-119.33,37.88,38,1.79,Hk,-,EARS,N,America_North,
-87.39,37.88,48,1.76,Hk,-,EARS,N,America_North,
-77.97,37.89,34,1.76,Hk,-,EARS,N,America_North,
-118.16,37.9,38,1.78,Hk,-,EARS,N,America_North,
-116.59,37.92,33,1.8,Hk,-,EARS,N,America_North,
-78.1,37.92,32,1.82,Hk,-,EARS,N,America_North,
-77.98,37.92,35,1.82,Hk,-,EARS,N,America_North,
-110.74,37.94,32,1.85,Hk,-,EARS,N,America_North,
-77.99,37.94,33,1.78,Hk,-,EARS,N,America_North,
-77.97,37.94,36,1.66,Hk,-,EARS,N,America_North,
-121.87,37.95,34,1.99,Hk,-,EARS,N,America_North,
-114.49,37.95,35,1.8,Hk,-,EARS,N,America_North,
-78.02,37.96,33,1.74,Hk,-,EARS,N,America_North,
-77.92,37.96,33,1.79,Hk,-,EARS,N,America_North,
-77.91,37.96,34,1.73,Hk,-,EARS,N,America_North,
-77.88,37.96,34,1.75,Hk,-,EARS,N,America_North,
-77.88,37.96,34,1.77,Hk,-,EARS,N,America_North,
-119.17,37.97,34,1.72,Hk,-,EARS,N,America_North,
-87.82,37.97,29,1.6,Hk,-,EARS,N,America_North,
-87.67,37.97,49,1.84,Hk,-,EARS,N,America_North,
-87.17,37.97,48,1.84,Hk,-,EARS,N,America_North,
-78.03,37.97,33,1.75,Hk,-,EARS,N,America_North,
-118.73,37.98,27,2.07,Hk,-,EARS,N,America_North,
-111.2,37.98,44,1.9,Hk,-,EARS,N,America_North,
-90.43,37.98,43,1.84,Hk,-,EARS,N,America_North,
-77.81,37.98,34,1.79,Hk,-,EARS,N,America_North,
-119.93,37.99,34,1.75,Hk,-,EARS,N,America_North,
-97.99,37.99,44,1.75,Hk,-,EARS,N,America_North,
-78.09,37.99,37,1.62,Hk,-,EARS,N,America_North,
-119.51,38,34,1.91,Hk,-,EARS,N,America_North,
-78,38,34,1.74,Hk,-,EARS,N,America_North,
-117.88,38.01,34,1.81,Hk,-,EARS,N,America_North,
-120.39,38.03,56,1.74,Hk,-,EARS,N,America_North,
-120.39,38.04,56,1.76,Hk,-,EARS,N,America_North,
-112.18,38.04,25,1.6,Hk,-,EARS,N,America_North,
-86.88,38.04,32,1.92,Hk,-,EARS,N,America_North,
-118.35,38.05,34,1.84,Hk,-,EARS,N,America_North,
-87.42,38.05,51,1.77,Hk,-,EARS,N,America_North,
-91.24,38.06,45,1.81,Hk,-,EARS,N,America_North,
-91.24,38.06,46,1.77,Hk,-,EARS,N,America_North,
-77.81,38.07,33,1.75,Hk,-,EARS,N,America_North,
-117.71,38.08,34,1.6,Hk,-,EARS,N,America_North,
-117.22,38.08,35,1.75,Hk,-,EARS,N,America_North,
-119.05,38.09,30,1.92,Hk,-,EARS,N,America_North,
-87.28,38.12,36,2.09,Hk,-,EARS,N,America_North,
-77.62,38.12,34,1.74,Hk,-,EARS,N,America_North,
-119.7,38.13,40,1.84,Hk,-,EARS,N,America_North,
-122.88,38.14,26,1.74,Hk,-,EARS,N,America_North,
-118.97,38.14,28,2.1,Hk,-,EARS,N,America_North,
-77.52,38.14,35,1.71,Hk,-,EARS,N,America_North,
-120.6,38.15,26,1.6,Hk,-,EARS,N,America_North,
-104.28,38.15,48,1.69,Hk,-,EARS,N,America_North,
-120.15,38.16,44,2.06,Hk,-,EARS,N,America_North,
-118.05,38.16,30,1.78,Hk,-,EARS,N,America_North,
-117.87,38.16,33,1.83,Hk,-,EARS,N,America_North,
-78.32,38.16,34,2.06,Hk,-,EARS,N,America_North,
-118.56,38.17,36,1.88,Hk,-,EARS,N,America_North,
-87.06,38.17,40,1.79,Hk,-,EARS,N,America_North,
-78.14,38.17,35,1.8,Hk,-,EARS,N,America_North,
-119.34,38.18,44,1.66,Hk,-,EARS,N,America_North,
-113.97,38.18,32,2,Hk,-,EARS,N,America_North,
-80.99,38.18,43,1.77,Hk,-,EARS,N,America_North,
-121.09,38.19,50,1.61,Hk,-,EARS,N,America_North,
-108.38,38.19,48,1.73,Hk,-,EARS,N,America_North,
-105.83,38.19,40,1.97,Hk,-,EARS,N,America_North,
-93.91,38.19,42,1.77,Hk,-,EARS,N,America_North,
-77.12,38.2,29,1.64,Hk,-,EARS,N,America_North,
-112.28,38.21,38,1.64,Hk,-,EARS,N,America_North,
-87.51,38.21,48,1.83,Hk,-,EARS,N,America_North,
-77.37,38.21,34,1.8,Hk,-,EARS,N,America_North,
-117.75,38.23,35,1.79,Hk,-,EARS,N,America_North,
-106.76,38.23,44,1.86,Hk,-,EARS,N,America_North,
-105.11,38.23,45,1.79,Hk,-,EARS,N,America_North,
-86.29,38.23,48,1.8,Hk,-,EARS,N,America_North,
-86.29,38.23,49,1.78,Hk,-,EARS,N,America_North,
-117.07,38.24,35,1.78,Hk,-,EARS,N,America_North,
-118.5,38.25,37,1.83,Hk,-,EARS,N,America_North,
-89.08,38.25,50,1.82,Hk,-,EARS,N,America_North,
-120.94,38.26,39,1.88,Hk,-,EARS,N,America_North,
-76.58,38.26,30,1.99,Hk,-,EARS,N,America_North,
-102.65,38.27,42,1.76,Hk,-,EARS,N,America_North,
-119.95,38.28,30,2.1,Hk,-,EARS,N,America_North,
-119.15,38.28,37,1.83,Hk,-,EARS,N,America_North,
-111.48,38.28,33,1.91,Hk,-,EARS,N,America_North,
-100.28,38.28,51,1.82,Hk,-,EARS,N,America_North,
-90.79,38.28,38,2.1,Hk,-,EARS,N,America_North,
-89.93,38.28,51,1.81,Hk,-,EARS,N,America_North,
-84.33,38.28,38,1.83,Hk,-,EARS,N,America_North,
-84.33,38.28,38,1.86,Hk,-,EARS,N,America_North,
-80.12,38.28,46,1.8,Hk,-,EARS,N,America_North,
-80.12,38.28,46,1.8,Hk,-,EARS,N,America_North,
-116.3,38.29,31,2.02,Hk,-,EARS,N,America_North,
-109.26,38.29,45,1.75,Hk,-,EARS,N,America_North,
-102.8,38.29,44,1.73,Hk,-,EARS,N,America_North,
-99.53,38.29,42,1.79,Hk,-,EARS,N,America_North,
-92.27,38.29,43,1.77,Hk,-,EARS,N,America_North,
-92.27,38.29,45,1.74,Hk,-,EARS,N,America_North,
-88.28,38.29,59,1.68,Hk,-,EARS,N,America_North,
-85.17,38.29,39,2.04,Hk,-,EARS,N,America_North,
-85.17,38.29,39,2.08,Hk,-,EARS,N,America_North,
-113.02,38.3,33,1.73,Hk,-,EARS,N,America_North,
-103.45,38.3,33,2.1,Hk,-,EARS,N,America_North,
-97.25,38.3,43,1.82,Hk,-,EARS,N,America_North,
-91.38,38.3,40,1.85,Hk,-,EARS,N,America_North,
-86.53,38.3,50,1.65,Hk,-,EARS,N,America_North,
-83.58,38.3,48,1.88,Hk,-,EARS,N,America_North,
-78.52,38.3,46,1.7,Hk,-,EARS,N,America_North,
-78.48,38.3,46,1.74,Hk,-,EARS,N,America_North,
-78,38.3,34,1.75,Hk,-,EARS,N,America_North,
-97.98,38.31,39,1.79,Hk,-,EARS,N,America_North,
-94.83,38.31,42,1.69,Hk,-,EARS,N,America_North,
-93.04,38.31,48,1.75,Hk,-,EARS,N,America_North,
-96.2,38.32,43,1.8,Hk,-,EARS,N,America_North,
-95.5,38.32,42,1.76,Hk,-,EARS,N,America_North,
-87.02,38.32,30,2.02,Hk,-,EARS,N,America_North,
-122.31,38.33,40,1.74,Hk,-,EARS,N,America_North,
-120.25,38.33,46,1.95,Hk,-,EARS,N,America_North,
-118.3,38.33,35,1.71,Hk,-,EARS,N,America_North,
-117.52,38.33,34,1.9,Hk,-,EARS,N,America_North,
-114.61,38.33,33,1.76,Hk,-,EARS,N,America_North,
-85.93,38.33,52,1.83,Hk,-,EARS,N,America_North,
-81.95,38.33,41,1.86,Hk,-,EARS,N,America_North,
-81.95,38.33,40,1.9,Hk,-,EARS,N,America_North,
-75.34,38.33,26,1.6,Hk,-,EARS,N,America_North,
-101.81,38.34,28,1.7,Hk,-,EARS,N,America_North,
-82.64,38.34,46,1.76,Hk,-,EARS,N,America_North,
-122.46,38.35,37,1.6,Hk,-,EARS,N,America_North,
-118.11,38.35,35,1.83,Hk,-,EARS,N,America_North,
-115.59,38.35,32,1.76,Hk,-,EARS,N,America_North,
-115.59,38.35,34,1.72,Hk,-,EARS,N,America_North,
-115.59,38.35,32,1.74,Hk,-,EARS,N,America_North,
-108.98,38.35,47,1.75,Hk,-,EARS,N,America_North,
-87.22,38.35,34,2.01,Hk,-,EARS,N,America_North,
-119.51,38.36,25,1.62,Hk,-,EARS,N,America_North,
-113.09,38.37,36,1.8,Hk,-,EARS,N,America_North,
-107.55,38.37,47,1.8,Hk,-,EARS,N,America_North,
-120.71,38.38,29,1.62,Hk,-,EARS,N,America_North,
-88.39,38.38,50,1.82,Hk,-,EARS,N,America_North,
-109.89,38.39,39,1.88,Hk,-,EARS,N,America_North,
-85.87,38.4,62,1.67,Hk,-,EARS,N,America_North,
-78.59,38.4,43,1.82,Hk,-,EARS,N,America_North,
-79.4,38.41,44,1.79,Hk,-,EARS,N,America_North,
-110.71,38.42,68,1.78,Hk,-,EARS,N,America_North,
-101.14,38.42,45,1.88,Hk,-,EARS,N,America_North,
-98.71,38.42,42,1.78,Hk,-,EARS,N,America_North,
-98.71,38.42,42,1.8,Hk,-,EARS,N,America_North,
-118.15,38.43,36,1.72,Hk,-,EARS,N,America_North,
-118.15,38.43,36,1.72,Hk,-,EARS,N,America_North,
-112.86,38.46,35,1.84,Hk,-,EARS,N,America_North,
-107.06,38.47,47,1.73,Hk,-,EARS,N,America_North,
-120.04,38.48,36,1.96,Hk,-,EARS,N,America_North,
-119.81,38.49,47,1.66,Hk,-,EARS,N,America_North,
-79.02,38.49,41,1.86,Hk,-,EARS,N,America_North,
-120.54,38.5,48,1.76,Hk,-,EARS,N,America_North,
-119.44,38.5,40,1.62,Hk,-,EARS,N,America_North,
-112.9,38.5,25,1.79,Hk,-,EARS,N,America_North,
-112.87,38.5,35,1.84,Hk,-,EARS,N,America_North,
-112.21,38.5,39,1.79,Hk,-,EARS,N,America_North,
-112.88,38.51,33,1.89,Hk,-,EARS,N,America_North,
-112.88,38.51,34,1.88,Hk,-,EARS,N,America_North,
-90.56,38.51,38,2.1,Hk,-,EARS,N,America_North,
-78.76,38.51,42,1.84,Hk,-,EARS,N,America_North,
-119.45,38.52,41,1.6,Hk,-,EARS,N,America_North,
-79.3,38.52,42,1.88,Hk,-,EARS,N,America_North,
-113.85,38.53,38,1.71,Hk,-,EARS,N,America_North,
-108,38.53,57,1.65,Hk,-,EARS,N,America_North,
-103.71,38.53,34,2.02,Hk,-,EARS,N,America_North,
-90.57,38.53,35,1.8,Hk,-,EARS,N,America_North,
-120.99,38.56,39,2.1,Hk,-,EARS,N,America_North,
-106.12,38.56,46,1.77,Hk,-,EARS,N,America_North,
-78.97,38.56,38,1.86,Hk,-,EARS,N,America_North,
-112.85,38.57,41,1.68,Hk,-,EARS,N,America_North,
-108.68,38.6,44,1.76,Hk,-,EARS,N,America_North,
-112.45,38.61,37,1.82,Hk,-,EARS,N,America_North,
-122.01,38.63,64,1.6,Hk,-,EARS,N,America_North,
-118.52,38.63,36,1.74,Hk,-,EARS,N,America_North,
-79.25,38.63,45,1.82,Hk,-,EARS,N,America_North,
-120.33,38.64,61,1.7,Hk,-,EARS,N,America_North,
-90.24,38.64,44,1.92,Hk,-,EARS,N,America_North,
-79.33,38.64,47,1.77,Hk,-,EARS,N,America_North,
-89.33,38.67,61,1.68,Hk,-,EARS,N,America_North,
-119.61,38.68,39,1.91,Hk,-,EARS,N,America_North,
-108.73,38.69,47,1.75,Hk,-,EARS,N,America_North,
-83.13,38.69,48,1.84,Hk,-,EARS,N,America_North,
-121.2,38.7,42,1.89,Hk,-,EARS,N,America_North,
-120.08,38.7,45,1.7,Hk,-,EARS,N,America_North,
-83.2,38.7,53,1.85,Hk,-,EARS,N,America_North,
-79.44,38.72,44,1.78,Hk,-,EARS,N,America_North,
-88.1,38.73,47,1.77,Hk,-,EARS,N,America_North,
-120.74,38.76,44,1.6,Hk,-,EARS,N,America_North,
-119.81,38.81,25,2.05,Hk,-,EARS,N,America_North,
-99.74,38.81,45,1.8,Hk,-,EARS,N,America_North,
-116.4,38.82,26,2.1,Hk,-,EARS,N,America_North,
-120.55,38.83,30,2.1,Hk,-,EARS,N,America_North,
-117.18,38.83,36,1.91,Hk,-,EARS,N,America_North,
-117.18,38.83,37,1.9,Hk,-,EARS,N,America_North,
-107.57,38.83,45,1.87,Hk,-,EARS,N,America_North,
-75.62,38.83,46,1.68,Hk,-,EARS,N,America_North,
-121.38,38.84,42,2.02,Hk,-,EARS,N,America_North,
-107.54,38.84,55,1.8,Hk,-,EARS,N,America_North,
-83.98,38.84,35,1.82,Hk,-,EARS,N,America_North,
-83.58,38.84,26,1.61,Hk,-,EARS,N,America_North,
-120.95,38.85,32,1.71,Hk,-,EARS,N,America_North,
-115.65,38.85,38,1.74,Hk,-,EARS,N,America_North,
-79.84,38.85,44,1.82,Hk,-,EARS,N,America_North,
-117.93,38.86,42,1.61,Hk,-,EARS,N,America_North,
-106.91,38.86,46,1.82,Hk,-,EARS,N,America_North,
-96.04,38.86,40,1.79,Hk,-,EARS,N,America_North,
-81.53,38.86,41,1.77,Hk,-,EARS,N,America_North,
-76.65,38.86,34,1.69,Hk,-,EARS,N,America_North,
-122.44,38.88,40,1.6,Hk,-,EARS,N,America_North,
-120.27,38.88,39,1.85,Hk,-,EARS,N,America_North,
-114.1,38.88,37,1.73,Hk,-,EARS,N,America_North,
-108.76,38.88,27,2.09,Hk,-,EARS,N,America_North,
-94.45,38.88,42,1.84,Hk,-,EARS,N,America_North,
-75.33,38.88,28,2.1,Hk,-,EARS,N,America_North,
-75.33,38.88,33,1.94,Hk,-,EARS,N,America_North,
-119.61,38.89,36,1.84,Hk,-,EARS,N,America_North,
-112.36,38.89,35,1.73,Hk,-,EARS,N,America_North,
-100.98,38.89,46,1.78,Hk,-,EARS,N,America_North,
-88.16,38.89,36,1.98,Hk,-,EARS,N,America_North,
-105.83,38.9,48,1.73,Hk,-,EARS,N,America_North,
-89.02,38.9,36,1.69,Hk,-,EARS,N,America_North,
-89.02,38.9,38,2.07,Hk,-,EARS,N,America_North,
-110.6,38.91,51,1.65,Hk,-,EARS,N,America_North,
-104.25,38.91,41,2.1,Hk,-,EARS,N,America_North,
-90.53,38.91,25,1.6,Hk,-,EARS,N,America_North,
-119.42,38.92,26,1.93,Hk,-,EARS,N,America_North,
-111.17,38.92,51,1.78,Hk,-,EARS,N,America_North,
-111.17,38.92,50,1.81,Hk,-,EARS,N,America_North,
-103.52,38.92,51,1.6,Hk,-,EARS,N,America_North,
-96.94,38.92,48,1.84,Hk,-,EARS,N,America_North,
-88.3,38.92,48,1.76,Hk,-,EARS,N,America_North,
-85.73,38.93,44,1.89,Hk,-,EARS,N,America_North,
-118.81,38.94,35,1.66,Hk,-,EARS,N,America_North,
-89.7,38.94,34,1.71,Hk,-,EARS,N,America_North,
-86.43,38.94,49,1.79,Hk,-,EARS,N,America_North,
-82.53,38.94,40,1.97,Hk,-,EARS,N,America_North,
-79.58,38.94,43,1.79,Hk,-,EARS,N,America_North,
-77.68,38.94,43,1.62,Hk,-,EARS,N,America_North,
-108.74,38.95,25,1.85,Hk,-,EARS,N,America_North,
-108.3,38.95,56,1.6,Hk,-,EARS,N,America_North,
-91.23,38.95,39,1.98,Hk,-,EARS,N,America_North,
-114.02,38.96,30,1.92,Hk,-,EARS,N,America_North,
-109.26,38.96,47,1.7,Hk,-,EARS,N,America_North,
-105.15,38.96,50,1.77,Hk,-,EARS,N,America_North,
-105.15,38.96,49,1.79,Hk,-,EARS,N,America_North,
-95.46,38.96,41,1.76,Hk,-,EARS,N,America_North,
-93.62,38.96,37,2.05,Hk,-,EARS,N,America_North,
-82.27,38.96,46,1.84,Hk,-,EARS,N,America_North,
-82.27,38.96,46,1.8,Hk,-,EARS,N,America_North,
-120.1,38.97,30,2.08,Hk,-,EARS,N,America_North,
